Thu Apr 10 20:13:38 2025    output.prof

         354115 function calls (353583 primitive calls) in 0.266 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\lib\type_check.py:302(iscomplexobj)                                                                 <-     152    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_solvers.py:753(_are_validate_args)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\lib\index_tricks.py:785(fill_diagonal)                                                              <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_solvers.py:544(solve_discrete_are)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\reader.py:146(update)                                                                                <-       2    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\reader.py:94(prefix)
                                                                                                                                                                          2    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\reader.py:99(forward)
                                                                                                                                                                          1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\reader.py:122(determine_encoding)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:470(fetch_flow_entry)                                                                     <-      13    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:156(fetch_more_tokens)
{built-in method builtins.print}                                                                                                                                 <-       3    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\simulation\simulator.py:242(print_results)
                                                                                                                                                                          3    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\simulation\simulator.py:262(check_targets_reached)
                                                                                                                                                                          1    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\visualization\visualizer.py:31(__init__)
{built-in method builtins.min}                                                                                                                                   <-      76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_decomp_lu.py:201(lu)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_matfuncs.py:217(expm)
{built-in method numpy.geterrobj}                                                                                                                                <-     154    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\_ufunc_config.py:33(seterr)
                                                                                                                                                                        154    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\_ufunc_config.py:132(geterr)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\contextlib.py:104(__init__)                                                                                             <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\contextlib.py:299(helper)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:657(fetch_flow_scalar)                                                                    <-       2    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:651(fetch_single)
                                                                                                                                                                          1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:654(fetch_double)
C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\controllers\LQR_controller.py:111(initialize_weights)                <-       1    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\controllers\LQR_controller.py:101(initialize_controller)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\tokens.py:3(__init__)                                                                                <-      29    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:325(unwind_indent)
                                                                                                                                                                          1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:371(fetch_stream_end)
                                                                                                                                                                          7    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:430(fetch_flow_collection_start)
                                                                                                                                                                          7    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:453(fetch_flow_collection_end)
                                                                                                                                                                         13    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:470(fetch_flow_entry)
                                                                                                                                                                        253    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:545(fetch_value)
C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\simulation\simulator.py:262(check_targets_reached)                   <-       1    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\simulation\simulator.py:97(simulate)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\constructor.py:117(construct_scalar)                                                                 <-     208    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\constructor.py:173(construct_scalar)
{built-in method _operator.index}                                                                                                                                <-       2    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\function_base.py:24(linspace)
                                                                                                                                                                        456    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\lib\twodim_base.py:158(eye)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:721(check_value)                                                                          <-     112    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:156(fetch_more_tokens)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:1134(scan_flow_scalar)                                                                    <-       3    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:657(fetch_flow_scalar)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:140(isComplexType)                                                                 <-      76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:159(_commonType)
                                                                                                                                                                         76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:1499(svd)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:300(<lambda>)                                                                            <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:570(_process_iosys_keywords)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\constructor.py:180(flatten_mapping)                                                                  <-      29    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\constructor.py:215(construct_mapping)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:780(_formatArray)                                                                <-       1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:523(_array2string)
{method 'extend' of 'list' objects}                                                                                                                              <-       7    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\constructor.py:405(construct_yaml_seq)
                                                                                                                                                                          3    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:1134(scan_flow_scalar)
                                                                                                                                                                        205    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:1270(scan_plain)
                                                                                                                                                                         62    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:1311(scan_plain_spaces)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:789(recurser)                                                                    <-       1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:780(_formatArray)
                                                                                                                                                                          4    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:789(recurser)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:130(get_linalg_error_extobj)                                                       <-      76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:1499(svd)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:899(scan_anchor)                                                                          <-       1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:601(fetch_alias)
                                                                                                                                                                          1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:612(fetch_anchor)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:2638(_multidot_dispatcher)                                                         <-     228    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\utils\lqr_handler.py:30(_compute_gain_cached)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:424(fetch_flow_sequence_start)                                                            <-       7    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:156(fetch_more_tokens)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:447(fetch_flow_sequence_end)                                                              <-       7    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:156(fetch_more_tokens)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\tokens.py:98(__init__)                                                                               <-       3    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:1134(scan_flow_scalar)
                                                                                                                                                                        205    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:1270(scan_plain)
{method 'join' of 'str' objects}                                                                                                                                 <-       3    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:1134(scan_flow_scalar)
                                                                                                                                                                        205    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:1270(scan_plain)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\events.py:65(__init__)                                                                               <-     208    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\parser.py:273(parse_node)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:651(fetch_single)                                                                         <-       2    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:156(fetch_more_tokens)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\nodes.py:27(__init__)                                                                                <-     208    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\composer.py:88(compose_scalar_node)
{method 'set' of '_contextvars.ContextVar' objects}                                                                                                              <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\_ufunc_config.py:452(_no_nep50_warning)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:453(fetch_flow_collection_end)                                                            <-       7    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:447(fetch_flow_sequence_end)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:430(fetch_flow_collection_start)                                                          <-       7    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:424(fetch_flow_sequence_start)
{method 'copy' of 'dict' objects}                                                                                                                                <-     114    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:226(_copy_names)
                                                                                                                                                                          1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:561(array2string)
C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\simulation\simulator.py:205(compute_jerk)                            <-       1    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\simulation\simulator.py:97(simulate)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\resolver.py:114(ascend_resolver)                                                                     <-     244    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\composer.py:63(compose_node)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\lib\twodim_base.py:234(diag)                                                                        <-       4    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\controllers\LQR_controller.py:111(initialize_weights)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\getlimits.py:484(__new__)                                                                      <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:1825(matrix_rank)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\parser.py:107(peek_event)                                                                            <-     244    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\composer.py:63(compose_node)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_decomp_qz.py:14(_select_function)                                                           <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_decomp_qz.py:320(ordqz)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:366(<lambda>)                                                                            <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:570(_process_iosys_keywords)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:333(<lambda>)                                                                            <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:570(_process_iosys_keywords)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\resolver.py:91(descend_resolver)                                                                     <-     244    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\composer.py:63(compose_node)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\parser.py:264(parse_block_node)                                                                      <-       1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\parser.py:94(check_event)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:312(remove_possible_simple_key)                                                           <-     132    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:295(save_possible_simple_key)
                                                                                                                                                                          1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:371(fetch_stream_end)
                                                                                                                                                                          7    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:453(fetch_flow_collection_end)
                                                                                                                                                                         13    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:470(fetch_flow_entry)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:1185(scan_flow_scalar_non_spaces)                                                         <-       3    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:1134(scan_flow_scalar)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:349(add_indent)                                                                           <-     112    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:545(fetch_value)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:203(_assert_stacked_2d)                                                            <-      76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:1499(svd)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\getlimits.py:696(min)                                                                          <-      76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\lib\twodim_base.py:33(_min_int)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_misc.py:181(_datacopied)                                                                    <-      76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_basic.py:411(solve_triangular)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_basic.py:1097(inv)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_decomp_lu.py:201(lu)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_decomp_qr.py:26(qr)
{method 'insert' of 'list' objects}                                                                                                                              <-     141    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:545(fetch_value)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:408(_isstatic)                                                                           <-     114    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\statesp.py:173(__init__)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\getlimits.py:709(max)                                                                          <-      76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\lib\twodim_base.py:33(_min_int)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:612(fetch_anchor)                                                                         <-       1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:156(fetch_more_tokens)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:2379(_norm_dispatcher)                                                             <-      76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_solvers.py:544(solve_discrete_are)
                                                                                                                                                                        152    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_solvers.py:753(_are_validate_args)
{method '__exit__' of '_io._IOBase' objects}                                                                                                                     <-       1    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\scripts\run_simulation.py:19(load_config)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:38(__init__)                                                                              <-     132    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:295(save_possible_simple_key)
{built-in method nt._path_exists}                                                                                                                                <-       1    0.000    0.000  <frozen os>:200(makedirs)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:601(fetch_alias)                                                                          <-       1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:156(fetch_more_tokens)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:654(fetch_double)                                                                         <-       1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:156(fetch_more_tokens)
{method 'keys' of 'dict' objects}                                                                                                                                <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:300(<lambda>)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:333(<lambda>)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:366(<lambda>)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\reader.py:138(check_printable)                                                                       <-       2    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\reader.py:146(update)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\shape_base.py:77(_atleast_2d_dispatcher)                                                       <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\shape_base.py:219(vstack)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_basic.py:1723(matrix_balance)
                                                                                                                                                                        152    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_solvers.py:753(_are_validate_args)
{method 'reset' of '_contextvars.ContextVar' objects}                                                                                                            <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\_ufunc_config.py:452(_no_nep50_warning)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:197(_assert_2d)                                                                    <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:2643(multi_dot)
C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\controllers\LQR_controller.py:89(reset)                              <-       1    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\controllers\LQR_controller.py:62(__init__)
                                                                                                                                                                          2    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\simulation\simulator.py:68(reset)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:48(__init__)                                                                              <-       1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\loader.py:33(__init__)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:989(<genexpr>)                                                                   <-       5    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:934(fillFormat)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:369(isctime)                                                                             <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:538(isctime)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\statesp.py:1229(sample)
C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\core\model.py:23(__init__)                                           <-       1    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\simulation\simulator.py:15(__init__)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\_ufunc_config.py:426(__init__)                                                                 <-       1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:934(fillFormat)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\numeric.py:2330(within_tol)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:1702(cond)
{method 'search' of 're.Pattern' objects}                                                                                                                        <-       2    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\reader.py:138(check_printable)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\fromnumeric.py:3176(ndim)                                                                      <-       2    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\function_base.py:24(linspace)
                                                                                                                                                                        114    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\lib\index_tricks.py:326(__getitem__)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\lib\type_check.py:205(_is_type_dispatcher)                                                          <-     152    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_solvers.py:753(_are_validate_args)
{built-in method nt._path_isdir}                                                                                                                                 <-       1    0.000    0.000  <frozen os>:200(makedirs)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\multiarray.py:85(empty_like)                                                                   <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\numeric.py:67(zeros_like)
                                                                                                                                                                         76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\numeric.py:203(ones_like)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_decomp_qz.py:51(_iuc)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\multiarray.py:1080(copyto)                                                                     <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\numeric.py:67(zeros_like)
                                                                                                                                                                         76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\numeric.py:203(ones_like)
{method 'replace' of 'str' objects}                                                                                                                              <-       3    0.000    0.000  <frozen ntpath>:179(splitroot)
                                                                                                                                                                         51    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\constructor.py:237(construct_yaml_int)
                                                                                                                                                                         37    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\constructor.py:270(construct_yaml_float)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\parser.py:127(parse_stream_start)                                                                    <-       1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\parser.py:114(get_event)
{method 'disable' of '_lsprof.Profiler' objects}                                                                                                                 <- 
{built-in method builtins.any}                                                                                                                                   <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_matfuncs.py:217(expm)
{method 'startswith' of 'str' objects}                                                                                                                           <-      74    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\constructor.py:237(construct_yaml_int)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\multiarray.py:741(dot)                                                                         <-     114    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:2826(_multi_dot)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\fromnumeric.py:3172(_ndim_dispatcher)                                                          <-       2    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\function_base.py:24(linspace)
                                                                                                                                                                        114    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\lib\index_tricks.py:326(__getitem__)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:220(_is_empty_2d)                                                                  <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:1702(cond)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:753(_extendLine_pretty)                                                          <-       4    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:789(recurser)
