Thu Apr 10 20:13:38 2025    output.prof

         354115 function calls (353583 primitive calls) in 0.266 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\fromnumeric.py:2687(_max_dispatcher)                                                           <-       1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:934(fillFormat)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_solvers.py:544(solve_discrete_are)
                                                                                                                                                                          3    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\simulation\simulator.py:242(print_results)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\utils\lqr_handler.py:155(_scale_matrices)
<frozen ntpath>:107(join)                                                                                                                                        <-       1    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\visualization\visualizer.py:31(__init__)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:359(fetch_stream_start)                                                                   <-       1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:48(__init__)
C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\core\base.py:10(__init__)                                            <-       1    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\controllers\LQR_controller.py:62(__init__)
                                                                                                                                                                          1    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\core\model.py:23(__init__)
                                                                                                                                                                          1    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\simulation\simulator.py:15(__init__)
{method 'update' of 'dict' objects}                                                                                                                              <-       1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:561(array2string)
                                                                                                                                                                         29    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\constructor.py:410(construct_yaml_map)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:984(<genexpr>)                                                                   <-       5    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:989(<genexpr>)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:64(_make_options_dict)                                                           <-       1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:561(array2string)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\encodings\cp1252.py:22(decode)                                                                                          <-       3    0.000    0.000  {method 'read' of '_io.TextIOWrapper' objects}
<frozen ntpath>:236(split)                                                                                                                                       <-       1    0.000    0.000  <frozen os>:200(makedirs)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\events.py:22(__init__)                                                                               <-      36    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\parser.py:273(parse_node)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:1018(__call__)                                                                   <-       4    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:789(recurser)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\nodes.py:36(__init__)                                                                                <-       7    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\composer.py:99(compose_sequence_node)
                                                                                                                                                                         29    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\composer.py:117(compose_mapping_node)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:371(fetch_stream_end)                                                                     <-       1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:156(fetch_more_tokens)
{built-in method numpy.core._multiarray_umath.dragon4_positional}                                                                                                <-       4    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:984(<genexpr>)
                                                                                                                                                                          4    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:1018(__call__)
C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\visualization\visualizer.py:9(generate_folder_name)                  <-       1    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\visualization\visualizer.py:31(__init__)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\numeric.py:199(_ones_like_dispatcher)                                                          <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_basic.py:1723(matrix_balance)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_solvers.py:544(solve_discrete_are)
